Kingdom	Phylum	Class	Order	Family	Genus
Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidicapsa
Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidobacterium
Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Bryocella
Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Edaphobacter
Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Granulicella
Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Telmatobacter
Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Terriglobus
Bacteria	Acidobacteria	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter
Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga
Bacteria	Aquificae	Aquificae	Aquificales	Holophagaceae	Thermosulfidibacter
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenivirga
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum
Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis
Bacteria	Aquificae	Aquificae	Aquificales	Desulfurobacteriaceae	Balnearium
Bacteria	Aquificae	Aquificae	Aquificales	Desulfurobacteriaceae	Desulfurobacterium
Bacteria	Aquificae	Aquificae	Aquificales	Desulfurobacteriaceae	Thermovibrio
Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Hydrogenothermus
Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella
Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium
Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Venenivibrio
Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas
Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Bacteria	Bacteroidetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Marinifilum
Bacteria	Bacteroidetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Ohtaekwangia
Bacteria	Bacteroidetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Prolixibacter
Bacteria	Bacteroidetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Toxothrix
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Chthonomonadaceae	Phocaeicola
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Chthonomonadaceae	Sunxiuqinia
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Acetofilamentum
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Acetomicrobium
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Acetothermus
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Anaerorhabdus
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alkaliflexus
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Anaerophaga
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Geofilum
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Marinilabilia
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Natronoflexus
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Petrimonas
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Proteiniphilum
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Hallella
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Xylanibacter
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquiflexum
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Fontibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Indibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Mongoliitalea
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Nitritalea
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcicella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ekhidna
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Emticicia
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrisoma
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flectobacillus
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Larkinella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Litoribacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Meniscus
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Microscilla
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Persicitalea
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pontibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodocytophaga
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodonellum
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rudanella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Siphonobacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Aureibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Cesiribacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fabibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flexithrix
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fulvivirga
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Limibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Perexilibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Persicobacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Rapidithrix
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Sediminitomix
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Thermonema
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Rhodothermaceae	Rhodothermus
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Rhodothermaceae	Rubricoccus
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Rhodothermaceae	Salinibacter
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Rhodothermaceae	Salisaeta
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Brumimicrobium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Cryomorpha
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Lishizhenia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Wandonia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Actibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aequorivita
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aestuariicola
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aureitalea
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bizionia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Coenonia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Corallibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Costertonia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Croceibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Croceitalea
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Epilithonimonas
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Eudoraea
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Euzebyella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flaviramulus
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavivirga
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Fulvibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gaetbulibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Galbibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gangjinia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gelidibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gillisia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gilvibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hyunsoonleella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Jejuia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Joostella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kriegella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Krokinobacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leptobacterium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutaonella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutimonas
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mariniflexile
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maritimimonas
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Marixanthomonas
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Meridianimaribacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muriicola
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ornithobacterium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Persicivirga
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pibocella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Planobacterium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pontirhabdus
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Postechiella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pseudozobellia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroflexus
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroserpens
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Sandarakinotalea
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Sediminibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Sediminicola
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Snuella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Soonwooa
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Spongiibacterium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Stenothermobacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Subsaxibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Subsaximicrobium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Vitellibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wautersiella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Weeksella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Yeosuana
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zhouia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Schleiferiaceae	Schleiferia
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Schleiferiaceae	Fodinibius
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Balneola
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Filimonas
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavihumibacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavisolibacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavitalea
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Gracilimonas
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Hydrotalea
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Lacibacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niabella
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Parasegetibacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Segetibacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospira
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Nubsella
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudosphingobacterium
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydia
Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydophila
Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydia
Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Simkania
Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Ancalochloris
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Chlorobaculum
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Chlorobium
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Chloroherpeton
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Pelodictyon
Bacteria	Chlorobi	Chlorobea	Chlorobiales	Chlorobiaceae	Prosthecochloris
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium
Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Chrysiogenes
Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Desulfurispira
Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum
Bacteria	Cyanobacteria	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Prochlorococcus
Bacteria	Cyanobacteria	Cyanophyceae	Chamaesiphonales	Chamaesiphonaceae	Chamaesiphon
Bacteria	Cyanobacteria	Cyanophyceae	Chamaesiphonales	Dermocarpaceae	Dermocarpa
Bacteria	Cyanobacteria	Cyanophyceae	Chamaesiphonales	Dermocarpaceae	Stichosiphon
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Capsosiraceae	Capsosira
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Agmenellum
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Anacystis
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanocapsa
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Aphanothece
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chondrocystis
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chroococcus
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Coccochloris
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Coelosphaerium
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Cyanarcus
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Eucapsis
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeocapsa
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeochaete
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeothece
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Gomphosphaeria
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Holopedium
